binary_id;setting;repetition;n_ops;total_ns;ns_per_op;op_insert_n;op_insert_p50_ns;op_insert_p99_ns;op_lookup_n;op_lookup_p50_ns;op_lookup_p99_ns;op_erase_n;op_erase_p50_ns;op_erase_p99_ns;op_clear_n;op_clear_p50_ns;op_clear_p99_ns;op_scan_n;op_scan_p50_ns;op_scan_p99_ns;op_rmw_n;op_rmw_p50_ns;op_rmw_p99_ns;seg_search_algo_ns;seg_cache_traversal_ns;seg_mapping_ns;seg_path_compression_ns;seg_node_type_ns;seg_memory_layout_ns;seg_allocator_ns;seg_prefetch_ns;seg_concurrency_ns;seg_serialization_ns;seg_value_handle_ns;seg_index_organization_ns;seg_io_dispatch_ns;seg_migration_policy_ns;seg_filter_ns;seg_queuing_q1_ns;seg_queuing_q2_ns;seg_persistence_target_ns;seg_framework_ns;seg_run_total_ns;seg_coverage;search_lookup;hit;miss;insert;erase;peak;bytes_alloc;bytes_in_use;alloc_cnt;dealloc_cnt;fail;obs_axes;fill;applied_axes;stat_search_algo_lookup;stat_search_algo_hit;stat_search_algo_miss;stat_search_algo_insert;stat_search_algo_erase;stat_search_algo_peak;stat_cache_traversal_resolve;stat_cache_traversal_resolve_hit;stat_cache_traversal_resolve_miss;stat_cache_traversal_register;stat_cache_traversal_unregister;stat_cache_traversal_peak_tracked;stat_cache_traversal_batch_size;stat_cache_traversal_batch_visited;stat_mapping_register;stat_mapping_resolve;stat_mapping_resolve_hit;stat_mapping_resolve_miss;stat_mapping_reverse_lookup;stat_mapping_peak_mapped;stat_mapping_indirect_steps;stat_path_compression_compress;stat_path_compression_prefix_len;stat_path_compression_bytes_saved;stat_path_compression_cuts;stat_path_compression_checksum;stat_node_type_find;stat_node_type_keys_stored;stat_node_type_queries;stat_node_type_checksum;stat_memory_layout_scan;stat_memory_layout_records;stat_memory_layout_field_bytes;stat_memory_layout_cache_lines;stat_memory_layout_checksum;stat_allocator_bytes_alloc;stat_allocator_bytes_in_use;stat_allocator_alloc_cnt;stat_allocator_dealloc_cnt;stat_allocator_fail;stat_allocator_budget_reject;stat_prefetch_trigger;stat_prefetch_suggestions;stat_prefetch_hot_path_hints;stat_prefetch_max_queue_depth;stat_prefetch_addrs_enqueued;stat_concurrency_acquire;stat_concurrency_release;stat_concurrency_contention;stat_concurrency_validation_fail;stat_concurrency_pattern_id;stat_serialization_serialize;stat_serialization_records;stat_serialization_bytes;stat_serialization_checksum;stat_value_handle_access;stat_value_handle_indirect_deref;stat_value_handle_version_strips;stat_value_handle_peak_chain_depth;stat_index_organization_scan;stat_index_organization_records;stat_index_organization_predicate_evals;stat_index_organization_indirect_lookups;stat_index_organization_checksum;stat_io_dispatch_rounds;stat_io_dispatch_bytes;stat_io_dispatch_align_adjusts;stat_io_dispatch_dispatch_cnt;stat_io_dispatch_checksum;stat_migration_policy_decisions;stat_migration_policy_migrations;stat_migration_policy_hot_votes;stat_migration_policy_cold_votes;stat_migration_policy_tier_moves;stat_filter_probe;stat_filter_pos;stat_filter_neg;stat_filter_hash_probes;stat_filter_checksum;stat_queuing_q1_put;stat_queuing_q1_get;stat_queuing_q1_overflow;stat_queuing_q1_underflow;stat_queuing_q1_peak_size;stat_queuing_q2_decisions;stat_queuing_q2_full_flush;stat_queuing_q2_partial_flush;stat_queuing_q2_no_flush;stat_queuing_q2_flush_complete;stat_persistence_target_rounds;stat_persistence_target_bytes_staged;stat_persistence_target_records_staged;stat_persistence_target_device_flushes;stat_persistence_target_checksum;v3_filled_axes;workload;two_phase_valid;series;sweep_axis;working_set_n;platform;build_version;pruefling_type;quality_flag;pmc_cache_misses_l1;pmc_cache_misses_l2;pmc_cache_misses_l3;pmc_dtlb_misses;pmc_coherence_invalidations;pmc_energy_micro_joules;pmc_available;container_store_ops;fairness_mode;h2_code_quality_score
search_algo=k_ary/cache_traversal=linear_fanout/mapping=direct_placement/path_compression=path_compression_none/node_type=node4/memory_layout=memory_layout_cache_line_aligned/allocator=std_malloc/prefetch=prefetch_distance_estimator/concurrency=concurrency_none/serialization=serialization_raw_binary/value_handle=value_handle_inline/index_organization=index_org_heap/io_dispatch=io_in_memory_only/migration_policy=migration_none/filter=filter_bloom/queuing_q1=no_buffer/queuing_q2=eager_flush/persistence_target=persistence_memory_only;concurrency.thread_count=1/prefetch.hw_prefetcher=all_on/repetition.repetition_index=0/workload.workload_id=ycsb_a;0;10000;419547803;41954.780;4985;83341;115231;5015;700;1360;0;0;0;0;0;0;0;0;0;0;0;0;1651045;45878859;46074086;160971;100180;110291;200;2534953;93310;32730;30611;38462;28922;3670;154871;18680;144531;0;3090;97059462;0.999968;5015;5015;0;4985;0;9081;1162496;581376;4541;2270;0;9;9081;0;5015;5015;0;4985;0;9081;10030;10030;0;9970;0;9081;9081;72648;9970;10030;10030;0;0;9081;10030;10000;70000;70000;10000;7;1;4;9081;89740;2271;9081;72648;9081;18189;1162496;581376;4541;2270;0;0;20000;0;0;0;0;20000;20000;0;0;0;2271;9081;581184;18189;9081;0;0;1;2271;9081;9081;0;18189;2271;581184;0;9081;18189;9081;0;0;0;0;1;9081;0;36324;40823;9970;0;0;10030;0;9970;9970;0;0;9970;0;0;0;0;0;18;ycsb_a;1;-;-;4096;linux-x86_64;m3v2-smoke;-;0;752740382;0;0;5405;0;0;1;10000;-;-
search_algo=k_ary/cache_traversal=linear_fanout/mapping=direct_placement/path_compression=path_compression_none/node_type=node4/memory_layout=memory_layout_cache_line_aligned/allocator=std_malloc/prefetch=prefetch_distance_estimator/concurrency=concurrency_none/serialization=serialization_raw_binary/value_handle=value_handle_inline/index_organization=index_org_heap/io_dispatch=io_in_memory_only/migration_policy=migration_none/filter=filter_bloom/queuing_q1=no_buffer/queuing_q2=eager_flush/persistence_target=persistence_memory_only;concurrency.thread_count=1/prefetch.hw_prefetcher=all_on/repetition.repetition_index=0/workload.workload_id=ycsb_c;0;10000;7338509;733.851;0;0;0;10000;800;1390;0;0;0;0;0;0;0;0;0;0;0;0;675734;9523636;9578827;71720;40131;47200;130;1117318;42082;12131;12140;16680;11720;1730;68851;8490;64920;0;2831;21296271;0.999867;10000;10000;0;0;0;0;537395200;262144;2099200;2098176;0;9;4096;0;10000;10000;0;0;0;0;20000;20000;0;0;0;0;4096;32768;0;20000;20000;0;0;0;20000;10000;70000;70000;10000;7;1;4;4096;40496;1024;4096;32768;4096;16378;537395200;262144;2099200;2098176;0;0;20000;0;0;0;0;20000;20000;0;0;0;1024;4096;262144;16378;4096;0;0;1;1024;4096;4096;0;16378;1024;262144;0;4096;16378;4096;0;0;0;0;1;4096;0;16384;18432;0;0;0;20000;0;0;0;0;0;0;0;0;0;0;0;18;ycsb_c;1;-;-;4096;linux-x86_64;m3v2-smoke;-;0;44286462;0;0;150;0;0;1;10000;-;-
